row_index,Name,Cluster
8081,Aditi Rao,2
8082,Riya Joshi,6
8083,Arjun Pillai,4
8084,Kavya Agarwal,2
8085,Aditya Deshmukh,5
8086,Aarav Patel,2
8087,Ananya Nair,2
8088,Riya Singh,0
8089,Aarav Gupta,0
8090,Diya Kapoor,6
8091,Nikhil Deshmukh,2
8092,Aditya Mehta,2
8093,Aditi Pillai,6
8094,Arjun Pillai,0
8095,Raj Patel,1
8096,Sneha Rao,3
8097,Vihaan Bose,5
8098,Varun Iyer,6
8099,Isha Nair,2
8100,Aarav Gupta,6
8101,Sneha Patel,4
8102,Priya Iyer,2
8103,Karan Menon,2
8104,Pooja Kapoor,2
8105,Karan Mehta,3
8106,Aarav Singh,3
8107,Diya Agarwal,1
8108,Sneha Patel,2
8109,Sneha Chopra,2
8110,Rohan Bhat,1
8111,Nikhil Agarwal,4
8112,Aditya Sharma,0
8113,Nikhil Kapoor,2
8114,Nikhil Pillai,0
8115,Aditya Singh,2
8116,Kavya Reddy,1
8117,Priya Joshi,2
8118,Raj Deshmukh,6
8119,Priya Iyer,0
8120,Rohan Rao,3
8121,Karan Kapoor,1
8122,Rohan Agarwal,2
8123,Sneha Chopra,2
8124,Sahil Reddy,6
8125,Priya Reddy,6
8126,Riya Pillai,0
8127,Ananya Deshmukh,0
8128,Meera Rao,4
8129,Sahil Joshi,3
8130,Aarav Reddy,5
8131,Arjun Rao,5
8132,Rohan Bose,4
8133,Pooja Gupta,4
8134,Raj Bose,5
8135,Isha Gupta,2
8136,Rohan Chopra,0
8137,Sneha Das,6
8138,Meera Rao,2
8139,Raj Reddy,6
8140,Sneha Chopra,4
8141,Diya Das,4
8142,Pooja Das,1
8143,Diya Patel,4
8144,Sahil Nair,6
8145,Isha Bhat,2
8146,Aditya Reddy,4
8147,Karan Reddy,5
8148,Aditi Joshi,2
8149,Sahil Bhat,2
8150,Arjun Rao,4
8151,Nikhil Sharma,0
8152,Aditi Singh,2
8153,Aditi Reddy,1
8154,Sneha Kapoor,6
8155,Rohan Agarwal,2
8156,Meera Chopra,1
8157,Nikhil Pillai,0
8158,Karan Agarwal,5
8159,Priya Kapoor,1
8160,Raj Agarwal,5
8161,Sneha Bhat,1
8162,Kavya Nair,0
8163,Sahil Nair,0
8164,Aditya Kapoor,2
8165,Pooja Bose,0
8166,Raj Kapoor,3
8167,Isha Gupta,2
8168,Aditi Singh,6
8169,Aarav Chopra,2
8170,Isha Menon,4
8171,Nikhil Chopra,3
8172,Sneha Singh,1
8173,Diya Menon,0
8174,Raj Deshmukh,2
8175,Sneha Rao,0
8176,Varun Patel,5
8177,Sneha Agarwal,2
8178,Aarav Mehta,6
8179,Ananya Joshi,2
8180,Priya Reddy,4
8181,Sneha Reddy,1
8182,Priya Chopra,2
8183,Riya Verma,3
8184,Meera Sharma,2
8185,Priya Sharma,0
8186,Ananya Agarwal,1
8187,Nikhil Bose,3
8188,Arjun Reddy,5
8189,Varun Joshi,1
8190,Aarav Deshmukh,2
8191,Rohan Bose,3
8192,Sahil Das,1
8193,Pooja Chopra,2
8194,Kavya Gupta,0
8195,Kavya Deshmukh,0
8196,Riya Kapoor,4
8197,Vihaan Patel,1
8198,Aditya Sharma,1
8199,Riya Patel,5
8200,Aarav Verma,1
8201,Rohan Verma,2
8202,Nikhil Pillai,0
8203,Raj Joshi,5
8204,Nikhil Kapoor,6
8205,Riya Menon,4
8206,Vihaan Mehta,6
8207,Priya Patel,3
8208,Riya Reddy,4
8209,Pooja Kapoor,4
8210,Sneha Singh,0
8211,Aditya Iyer,2
8212,Diya Mehta,3
8213,Aditya Kapoor,4
8214,Ananya Sharma,4
8215,Raj Rao,4
8216,Vihaan Iyer,0
8217,Karan Reddy,6
8218,Riya Singh,3
8219,Varun Mehta,2
8220,Nikhil Singh,6
8221,Aarav Gupta,1
8222,Sneha Deshmukh,0
8223,Priya Bose,0
8224,Varun Kapoor,2
8225,Kavya Sharma,2
8226,Kavya Bhat,6
8227,Riya Reddy,3
8228,Sahil Pillai,0
8229,Priya Bose,5
8230,Meera Patel,1
8231,Kavya Rao,5
8232,Priya Mehta,2
8233,Sahil Patel,6
8234,Arjun Menon,4
8235,Rohan Rao,2
8236,Varun Menon,4
8237,Varun Iyer,2
8238,Varun Patel,2
8239,Diya Mehta,4
8240,Vihaan Sharma,4
8241,Aarav Gupta,2
8242,Pooja Reddy,2
8243,Aditya Singh,2
8244,Varun Bhat,4
8245,Vihaan Iyer,3
8246,Aditya Das,0
8247,Priya Das,4
8248,Sahil Iyer,2
8249,Sneha Iyer,1
8250,Riya Reddy,3
8251,Rohan Bhat,2
8252,Aditya Kapoor,5
8253,Ananya Mehta,2
8254,Aditi Sharma,1
8255,Priya Deshmukh,4
8256,Sahil Chopra,5
8257,Rohan Gupta,4
8258,Aditi Patel,6
8259,Arjun Rao,2
8260,Riya Das,6
8261,Ananya Gupta,5
8262,Kavya Reddy,1
8263,Ananya Bhat,4
8264,Raj Gupta,0
8265,Sahil Bhat,0
8266,Raj Joshi,6
8267,Aditya Deshmukh,4
8268,Aditi Bose,3
8269,Aditi Gupta,4
8270,Sahil Kapoor,1
8271,Diya Verma,0
8272,Vihaan Pillai,6
8273,Pooja Rao,2
8274,Vihaan Patel,2
8275,Raj Verma,0
8276,Ananya Patel,2
8277,Ananya Kapoor,5
8278,Rohan Bhat,6
8279,Arjun Das,1
8280,Riya Patel,0
8281,Ananya Joshi,2
8282,Kavya Patel,0
8283,Pooja Sharma,5
8284,Vihaan Chopra,0
8285,Varun Mehta,0
8286,Arjun Pillai,2
8287,Kavya Iyer,1
8288,Kavya Gupta,0
8289,Meera Singh,0
8290,Karan Patel,2
8291,Aarav Deshmukh,3
8292,Varun Sharma,5
8293,Isha Joshi,6
8294,Pooja Patel,2
8295,Priya Das,3
8296,Varun Sharma,0
8297,Sahil Mehta,3
8298,Varun Pillai,2
8299,Sahil Singh,6
8300,Vihaan Bose,0
8301,Sneha Bose,0
8302,Sneha Joshi,2
8303,Varun Sharma,1
8304,Raj Sharma,3
8305,Vihaan Patel,0
8306,Aditi Pillai,4
8307,Sahil Iyer,0
8308,Aditya Gupta,5
8309,Kavya Verma,0
8310,Aditya Patel,2
8311,Nikhil Sharma,6
8312,Isha Reddy,5
8313,Aditya Verma,5
8314,Aditi Patel,4
8315,Sneha Sharma,3
8316,Rohan Patel,0
8317,Priya Joshi,6
8318,Pooja Rao,2
8319,Isha Nair,0
8320,Aarav Gupta,3
8321,Vihaan Bhat,0
8322,Pooja Nair,0
8323,Aditya Kapoor,5
8324,Kavya Sharma,6
8325,Pooja Bhat,1
8326,Aarav Rao,1
8327,Riya Pillai,3
8328,Rohan Verma,2
8329,Vihaan Gupta,2
8330,Sahil Pillai,6
8331,Nikhil Menon,3
8332,Varun Kapoor,4
8333,Aarav Verma,5
8334,Vihaan Pillai,2
8335,Karan Chopra,1
8336,Aditi Verma,2
8337,Meera Iyer,2
8338,Aarav Rao,5
8339,Priya Reddy,5
8340,Ananya Rao,2
8341,Sahil Menon,1
8342,Sneha Sharma,5
8343,Isha Reddy,4
8344,Kavya Pillai,0
8345,Arjun Bhat,1
8346,Raj Reddy,4
8347,Riya Menon,2
8348,Riya Agarwal,1
8349,Sahil Chopra,3
8350,Sneha Iyer,1
8351,Isha Das,5
8352,Priya Das,4
8353,Meera Nair,6
8354,Kavya Singh,4
8355,Arjun Patel,4
8356,Raj Iyer,1
8357,Riya Bhat,5
8358,Aditi Reddy,2
8359,Varun Nair,2
8360,Aditi Patel,4
8361,Riya Nair,3
8362,Kavya Bhat,4
8363,Aarav Chopra,6
8364,Ananya Das,5
8365,Riya Rao,3
8366,Aditi Nair,6
8367,Arjun Kapoor,1
8368,Varun Menon,5
8369,Aarav Menon,2
8370,Aarav Reddy,0
8371,Varun Bose,2
8372,Karan Das,1
8373,Karan Patel,4
8374,Aditya Mehta,2
8375,Isha Gupta,6
8376,Sneha Pillai,3
8377,Sneha Nair,2
8378,Arjun Mehta,4
8379,Rohan Bose,5
8380,Arjun Rao,4
8381,Nikhil Nair,2
8382,Ananya Bhat,2
8383,Nikhil Chopra,1
8384,Diya Menon,2
8385,Aditya Agarwal,0
8386,Vihaan Agarwal,4
8387,Karan Verma,4
8388,Isha Das,0
8389,Nikhil Mehta,2
8390,Ananya Sharma,6
8391,Isha Patel,0
8392,Aditya Singh,1
8393,Meera Iyer,6
8394,Rohan Sharma,3
8395,Kavya Bose,2
8396,Riya Pillai,5
8397,Varun Rao,3
8398,Aditi Sharma,2
8399,Isha Deshmukh,2
8400,Arjun Gupta,3
8401,Priya Gupta,1
8402,Kavya Sharma,5
8403,Raj Kapoor,3
8404,Raj Sharma,0
8405,Aarav Chopra,4
8406,Aditi Pillai,5
8407,Pooja Iyer,3
8408,Meera Rao,0
8409,Priya Verma,3
8410,Meera Pillai,4
8411,Vihaan Patel,4
8412,Pooja Kapoor,2
8413,Karan Chopra,1
8414,Ananya Sharma,1
8415,Isha Joshi,3
8416,Rohan Deshmukh,2
8417,Aditi Chopra,2
8418,Aditya Joshi,2
8419,Priya Menon,3
8420,Diya Bose,2
8421,Karan Patel,4
8422,Isha Verma,2
8423,Pooja Chopra,0
8424,Priya Menon,4
8425,Kavya Deshmukh,1
8426,Varun Chopra,2
8427,Aditya Sharma,1
8428,Isha Kapoor,4
8429,Riya Bose,4
8430,Kavya Bhat,6
8431,Priya Joshi,0
8432,Rohan Das,0
8433,Varun Nair,2
8434,Raj Sharma,4
8435,Ananya Pillai,0
8436,Riya Chopra,6
8437,Vihaan Rao,2
8438,Ananya Reddy,2
8439,Diya Pillai,1
8440,Aditi Das,2
8441,Riya Agarwal,3
8442,Isha Sharma,6
8443,Riya Iyer,3
8444,Varun Reddy,0
8445,Aditya Agarwal,3
8446,Aarav Iyer,1
8447,Meera Kapoor,1
8448,Sneha Chopra,1
8449,Isha Joshi,4
8450,Ananya Chopra,0
8451,Aditi Agarwal,6
8452,Kavya Joshi,2
8453,Kavya Kapoor,2
8454,Karan Nair,4
8455,Sneha Menon,2
8456,Varun Gupta,3
8457,Varun Bhat,0
8458,Aditi Mehta,3
8459,Rohan Pillai,3
8460,Aditya Nair,2
8461,Rohan Rao,5
8462,Diya Gupta,3
8463,Pooja Menon,4
8464,Sahil Mehta,2
8465,Priya Deshmukh,6
8466,Riya Bose,2
8467,Sahil Kapoor,1
8468,Meera Mehta,0
8469,Aditi Kapoor,6
8470,Aditi Kapoor,0
8471,Rohan Kapoor,6
8472,Priya Pillai,2
8473,Riya Verma,5
8474,Vihaan Deshmukh,4
8475,Rohan Bose,1
8476,Diya Menon,2
8477,Varun Menon,3
8478,Nikhil Patel,1
8479,Vihaan Nair,6
8480,Isha Bose,3
8481,Kavya Chopra,2
8482,Arjun Chopra,5
8483,Varun Chopra,2
8484,Kavya Chopra,3
8485,Arjun Das,4
8486,Riya Agarwal,0
8487,Aditi Rao,0
8488,Sahil Gupta,0
8489,Kavya Menon,3
8490,Kavya Bose,0
8491,Varun Chopra,4
8492,Aarav Bhat,5
8493,Aditya Reddy,3
8494,Riya Kapoor,2
8495,Sneha Singh,5
8496,Varun Pillai,4
8497,Priya Agarwal,1
8498,Arjun Rao,1
8499,Priya Patel,2
8500,Nikhil Bose,2
8501,Ananya Chopra,1
8502,Kavya Rao,3
8503,Karan Gupta,1
8504,Priya Bhat,5
8505,Aditi Gupta,2
8506,Aditya Bose,0
8507,Aditya Menon,1
8508,Aarav Verma,1
8509,Aditya Menon,2
8510,Priya Agarwal,3
8511,Raj Mehta,2
8512,Priya Deshmukh,2
8513,Aditi Chopra,3
8514,Sahil Kapoor,3
8515,Nikhil Reddy,4
8516,Diya Bose,0
8517,Arjun Deshmukh,2
8518,Aarav Nair,1
8519,Karan Kapoor,4
8520,Aarav Joshi,4
8521,Ananya Reddy,2
8522,Aditya Bhat,4
8523,Aditi Gupta,5
8524,Varun Menon,6
8525,Vihaan Chopra,2
8526,Isha Iyer,5
8527,Karan Iyer,4
8528,Sneha Gupta,2
8529,Isha Nair,3
8530,Pooja Kapoor,0
8531,Nikhil Iyer,4
8532,Vihaan Patel,2
8533,Raj Patel,6
8534,Varun Singh,2
8535,Varun Chopra,1
8536,Kavya Gupta,3
8537,Diya Joshi,4
8538,Diya Sharma,0
8539,Meera Verma,0
8540,Pooja Mehta,6
8541,Raj Patel,5
8542,Ananya Pillai,3
8543,Isha Nair,1
8544,Pooja Das,0
8545,Karan Bose,1
8546,Meera Menon,0
8547,Aditi Rao,2
8548,Varun Verma,2
8549,Ananya Reddy,5
8550,Aarav Rao,6
8551,Varun Joshi,5
8552,Aarav Singh,3
8553,Isha Deshmukh,1
8554,Nikhil Gupta,2
8555,Kavya Menon,2
8556,Nikhil Reddy,2
8557,Rohan Iyer,4
8558,Raj Gupta,0
8559,Ananya Singh,5
8560,Kavya Bose,0
8561,Diya Singh,0
8562,Aarav Agarwal,6
8563,Raj Gupta,1
8564,Riya Nair,6
8565,Ananya Reddy,6
8566,Vihaan Nair,2
8567,Pooja Deshmukh,2
8568,Ananya Deshmukh,2
8569,Aditi Patel,1
8570,Karan Deshmukh,0
8571,Sneha Deshmukh,4
8572,Riya Kapoor,2
8573,Sneha Gupta,3
8574,Aditi Rao,2
8575,Isha Rao,6
8576,Karan Joshi,5
8577,Riya Pillai,2
8578,Priya Bose,4
8579,Aditi Rao,3
8580,Aarav Agarwal,3
8581,Aditya Nair,2
8582,Ananya Reddy,3
8583,Arjun Pillai,5
8584,Aarav Reddy,4
8585,Vihaan Agarwal,2
8586,Ananya Menon,4
8587,Arjun Menon,2
8588,Aarav Kapoor,0
8589,Pooja Pillai,1
8590,Sneha Sharma,3
8591,Meera Das,4
8592,Aditya Bhat,3
8593,Sneha Iyer,6
8594,Karan Bhat,3
8595,Aditi Bose,3
8596,Meera Kapoor,3
8597,Ananya Mehta,1
8598,Arjun Reddy,0
8599,Varun Bhat,2
8600,Sneha Gupta,1
8601,Vihaan Deshmukh,2
8602,Pooja Iyer,2
8603,Kavya Das,5
8604,Sneha Nair,5
8605,Arjun Sharma,2
8606,Priya Das,6
8607,Vihaan Rao,6
8608,Pooja Deshmukh,1
8609,Ananya Mehta,0
8610,Riya Kapoor,4
8611,Rohan Joshi,2
8612,Kavya Bose,5
8613,Isha Joshi,6
8614,Nikhil Kapoor,5
8615,Riya Patel,3
8616,Diya Kapoor,3
8617,Pooja Bose,6
8618,Pooja Iyer,3
8619,Sneha Bose,5
8620,Vihaan Patel,4
8621,Arjun Deshmukh,1
8622,Vihaan Mehta,2
8623,Varun Singh,3
8624,Arjun Agarwal,0
8625,Rohan Menon,0
8626,Aditi Chopra,1
8627,Pooja Iyer,5
8628,Sneha Deshmukh,0
8629,Riya Chopra,1
8630,Pooja Gupta,6
8631,Meera Singh,2
8632,Aarav Nair,6
8633,Aarav Gupta,3
8634,Vihaan Mehta,1
8635,Sahil Nair,5
8636,Sneha Reddy,4
8637,Aarav Reddy,2
8638,Karan Agarwal,4
8639,Arjun Bose,4
8640,Aditya Deshmukh,6
8641,Aditya Joshi,3
8642,Varun Singh,2
8643,Aditi Verma,4
8644,Aditya Rao,3
8645,Riya Nair,2
8646,Vihaan Mehta,2
8647,Aditi Reddy,0
8648,Pooja Singh,2
8649,Raj Deshmukh,0
8650,Rohan Bhat,5
8651,Pooja Agarwal,6
8652,Pooja Deshmukh,1
8653,Sahil Agarwal,5
8654,Riya Chopra,5
8655,Arjun Menon,5
8656,Ananya Singh,6
8657,Aarav Bose,5
8658,Pooja Reddy,2
8659,Vihaan Patel,5
8660,Aditi Pillai,2
8661,Nikhil Reddy,1
8662,Pooja Menon,6
8663,Sahil Joshi,2
8664,Kavya Menon,0
8665,Arjun Menon,3
8666,Vihaan Mehta,2
8667,Aarav Mehta,5
8668,Pooja Verma,3
8669,Meera Verma,5
8670,Rohan Deshmukh,4
8671,Arjun Das,0
8672,Aarav Menon,1
8673,Isha Kapoor,2
8674,Sneha Rao,0
8675,Isha Agarwal,1
8676,Nikhil Bhat,2
8677,Aditya Bhat,3
8678,Nikhil Chopra,2
8679,Arjun Bose,1
8680,Aditi Patel,1
8681,Aditya Sharma,1
8682,Vihaan Bhat,3
8683,Sneha Iyer,2
8684,Aditi Reddy,6
8685,Sahil Agarwal,4
8686,Raj Kapoor,6
8687,Sahil Bose,1
8688,Sahil Joshi,4
8689,Arjun Pillai,6
8690,Aarav Singh,1
8691,Aarav Sharma,5
8692,Sneha Reddy,6
8693,Riya Agarwal,5
8694,Priya Sharma,4
8695,Sneha Sharma,6
8696,Pooja Chopra,5
8697,Ananya Nair,5
8698,Aditi Verma,6
8699,Priya Pillai,4
8700,Rohan Bhat,5
8701,Aarav Pillai,5
8702,Rohan Iyer,4
8703,Kavya Gupta,2
8704,Aarav Mehta,1
8705,Priya Chopra,1
8706,Isha Rao,3
8707,Rohan Das,6
8708,Nikhil Sharma,5
8709,Riya Rao,3
8710,Riya Chopra,5
8711,Diya Das,2
8712,Meera Reddy,1
8713,Sahil Bhat,2
8714,Varun Sharma,6
8715,Vihaan Singh,6
8716,Aditi Gupta,4
8717,Sneha Kapoor,2
8718,Meera Sharma,6
8719,Nikhil Deshmukh,2
8720,Meera Chopra,1
8721,Kavya Deshmukh,2
8722,Riya Menon,1
8723,Arjun Nair,2
8724,Riya Reddy,6
8725,Priya Nair,2
8726,Sneha Iyer,2
8727,Rohan Verma,2
8728,Priya Chopra,3
8729,Riya Mehta,3
8730,Sahil Bose,1
8731,Varun Das,3
8732,Aditya Reddy,5
8733,Vihaan Kapoor,0
8734,Diya Verma,4
8735,Pooja Nair,4
8736,Vihaan Sharma,2
8737,Meera Joshi,0
8738,Arjun Das,0
8739,Kavya Deshmukh,2
8740,Meera Singh,1
8741,Diya Chopra,2
8742,Meera Reddy,2
8743,Karan Nair,6
8744,Diya Reddy,6
8745,Vihaan Sharma,2
8746,Isha Chopra,4
8747,Isha Mehta,0
8748,Kavya Singh,1
8749,Pooja Joshi,0
8750,Rohan Chopra,6
8751,Aditya Iyer,0
8752,Vihaan Reddy,5
8753,Aarav Das,1
8754,Kavya Pillai,2
8755,Meera Menon,2
8756,Sneha Menon,0
8757,Aarav Bhat,2
8758,Isha Deshmukh,6
8759,Sneha Nair,1
8760,Vihaan Nair,6
8761,Isha Das,6
8762,Varun Iyer,5
8763,Varun Deshmukh,5
8764,Varun Reddy,2
8765,Sahil Pillai,6
8766,Ananya Bhat,2
8767,Nikhil Iyer,6
8768,Varun Verma,0
8769,Isha Sharma,1
8770,Vihaan Gupta,3
8771,Sneha Singh,6
8772,Meera Pillai,4
8773,Priya Bhat,1
8774,Sneha Singh,2
8775,Aditya Reddy,3
8776,Raj Gupta,5
8777,Rohan Patel,5
8778,Ananya Iyer,0
8779,Vihaan Joshi,1
8780,Aditi Agarwal,6
8781,Arjun Das,3
8782,Arjun Singh,2
8783,Arjun Agarwal,6
8784,Sahil Das,2
8785,Rohan Verma,0
8786,Nikhil Deshmukh,3
8787,Rohan Bhat,1
8788,Aarav Das,2
8789,Karan Pillai,0
8790,Kavya Iyer,1
8791,Ananya Das,2
8792,Varun Singh,3
8793,Sneha Rao,0
8794,Sneha Deshmukh,2
8795,Raj Das,6
8796,Isha Iyer,0
8797,Sneha Rao,5
8798,Sahil Bose,2
8799,Kavya Bose,2
8800,Ananya Reddy,0
8801,Isha Patel,3
8802,Aditi Rao,6
8803,Vihaan Mehta,4
8804,Pooja Bhat,4
8805,Sahil Patel,2
8806,Isha Singh,0
8807,Aditi Sharma,6
8808,Aditya Joshi,2
8809,Ananya Deshmukh,0
8810,Diya Patel,6
8811,Ananya Joshi,2
8812,Rohan Nair,2
8813,Karan Bhat,4
8814,Aditi Menon,3
8815,Aditya Patel,2
8816,Vihaan Sharma,3
8817,Diya Bose,1
8818,Sneha Bose,4
8819,Pooja Bhat,0
8820,Sahil Sharma,4
8821,Aditi Pillai,1
8822,Varun Nair,2
8823,Meera Bhat,2
8824,Kavya Rao,3
8825,Ananya Kapoor,5
8826,Priya Verma,1
8827,Diya Verma,4
8828,Vihaan Bhat,3
8829,Kavya Bose,2
8830,Varun Verma,2
8831,Isha Joshi,1
8832,Raj Reddy,2
8833,Aditi Sharma,4
8834,Varun Iyer,2
8835,Karan Das,4
8836,Aarav Das,2
8837,Meera Reddy,2
8838,Diya Gupta,3
8839,Riya Joshi,0
8840,Riya Joshi,0
8841,Kavya Verma,1
8842,Arjun Bhat,4
8843,Arjun Gupta,0
8844,Arjun Mehta,4
8845,Raj Menon,2
8846,Varun Das,2
8847,Ananya Deshmukh,6
8848,Ananya Singh,1
8849,Kavya Bose,1
8850,Aditya Chopra,4
8851,Diya Patel,1
8852,Varun Sharma,2
8853,Riya Deshmukh,0
8854,Nikhil Singh,1
8855,Vihaan Rao,4
8856,Aarav Das,0
8857,Vihaan Iyer,4
8858,Sahil Singh,1
8859,Arjun Nair,1
8860,Varun Agarwal,1
8861,Priya Singh,3
8862,Rohan Gupta,6
8863,Arjun Verma,1
8864,Arjun Kapoor,3
8865,Vihaan Bhat,5
8866,Aarav Reddy,5
8867,Diya Gupta,2
8868,Aarav Nair,4
8869,Diya Joshi,5
8870,Arjun Nair,2
8871,Riya Reddy,6
8872,Aditi Nair,5
8873,Meera Rao,0
8874,Rohan Rao,2
8875,Riya Das,0
8876,Meera Iyer,2
8877,Karan Nair,2
8878,Aarav Mehta,0
8879,Priya Mehta,5
8880,Pooja Das,1
8881,Aditi Iyer,5
8882,Diya Menon,4
8883,Riya Menon,4
8884,Varun Mehta,0
8885,Sahil Deshmukh,1
8886,Aditi Das,6
8887,Diya Singh,6
8888,Rohan Singh,1
8889,Kavya Singh,6
8890,Riya Singh,1
8891,Raj Singh,2
8892,Priya Rao,5
8893,Aditya Gupta,2
8894,Isha Sharma,4
8895,Riya Chopra,6
8896,Riya Deshmukh,1
8897,Kavya Patel,2
8898,Aditya Bose,3
8899,Ananya Bose,2
8900,Diya Gupta,5
8901,Nikhil Reddy,2
8902,Vihaan Gupta,5
8903,Vihaan Bhat,2
8904,Sahil Pillai,2
8905,Meera Gupta,2
8906,Vihaan Mehta,5
8907,Arjun Chopra,6
8908,Sahil Iyer,6
8909,Kavya Singh,1
8910,Sahil Deshmukh,5
8911,Vihaan Pillai,6
8912,Raj Patel,2
8913,Aditya Das,1
8914,Diya Bose,2
8915,Sneha Reddy,6
8916,Raj Patel,6
8917,Sahil Nair,5
8918,Karan Reddy,2
8919,Sneha Rao,2
8920,Priya Rao,5
8921,Raj Bhat,1
8922,Aditi Bhat,5
8923,Pooja Menon,1
8924,Isha Pillai,1
8925,Priya Agarwal,5
8926,Aditi Patel,2
8927,Rohan Pillai,6
8928,Aarav Bose,2
8929,Priya Mehta,3
8930,Aarav Mehta,0
8931,Kavya Gupta,3
8932,Sneha Kapoor,2
8933,Pooja Bose,6
8934,Riya Kapoor,5
8935,Kavya Das,4
8936,Sahil Patel,4
8937,Aarav Das,1
8938,Karan Menon,4
8939,Aditya Iyer,2
8940,Aditya Pillai,5
8941,Riya Rao,5
8942,Vihaan Gupta,0
8943,Raj Mehta,4
8944,Diya Iyer,6
8945,Aditya Pillai,3
8946,Pooja Mehta,3
8947,Riya Sharma,3
8948,Aditi Menon,3
8949,Aarav Pillai,4
8950,Aditya Kapoor,4
8951,Ananya Bose,2
8952,Isha Rao,5
8953,Isha Nair,0
8954,Raj Mehta,1
8955,Ananya Kapoor,2
8956,Pooja Gupta,4
8957,Priya Mehta,5
8958,Sneha Kapoor,4
8959,Ananya Singh,3
8960,Sneha Joshi,2
8961,Nikhil Bhat,3
8962,Pooja Das,4
8963,Nikhil Nair,4
8964,Meera Bose,0
8965,Pooja Menon,4
8966,Pooja Menon,2
8967,Aarav Singh,5
8968,Rohan Bhat,6
8969,Arjun Joshi,2
8970,Aditi Joshi,3
8971,Arjun Menon,5
8972,Varun Mehta,0
8973,Aditi Deshmukh,1
8974,Ananya Chopra,2
8975,Meera Das,5
8976,Nikhil Singh,4
8977,Pooja Iyer,2
8978,Ananya Nair,6
8979,Vihaan Agarwal,0
8980,Aditya Mehta,2
8981,Raj Gupta,3
8982,Vihaan Mehta,1
8983,Kavya Reddy,2
8984,Riya Bhat,2
8985,Raj Patel,3
8986,Aditi Deshmukh,5
8987,Karan Iyer,2
8988,Aarav Kapoor,5
8989,Vihaan Sharma,4
8990,Sahil Kapoor,2
8991,Rohan Menon,0
8992,Vihaan Verma,0
8993,Vihaan Agarwal,3
8994,Aarav Reddy,0
8995,Diya Joshi,1
8996,Karan Bhat,1
8997,Kavya Sharma,1
8998,Meera Patel,5
8999,Aarav Chopra,2
9000,Aarav Mehta,6
9001,Karan Chopra,0
9002,Isha Chopra,2
9003,Sneha Nair,6
9004,Pooja Rao,1
9005,Sneha Sharma,2
9006,Pooja Gupta,1
9007,Karan Patel,5
9008,Sneha Verma,0
9009,Kavya Chopra,1
9010,Diya Bhat,1
9011,Ananya Pillai,3
9012,Sahil Verma,4
9013,Aditi Mehta,3
9014,Priya Sharma,4
9015,Diya Verma,6
9016,Aditi Chopra,2
9017,Aditya Pillai,2
9018,Arjun Kapoor,2
9019,Sahil Chopra,0
9020,Varun Mehta,2
9021,Aarav Sharma,5
9022,Pooja Singh,2
9023,Aditya Joshi,4
9024,Raj Bhat,4
9025,Kavya Das,2
9026,Pooja Singh,5
9027,Vihaan Bhat,2
9028,Pooja Reddy,2
9029,Meera Chopra,2
9030,Ananya Gupta,6
9031,Nikhil Nair,4
9032,Arjun Deshmukh,5
9033,Riya Agarwal,6
9034,Karan Reddy,4
9035,Riya Bose,2
9036,Diya Das,0
9037,Diya Reddy,2
9038,Pooja Bose,5
9039,Isha Bhat,1
9040,Nikhil Verma,4
9041,Sneha Bhat,5
9042,Varun Verma,0
9043,Aditi Kapoor,0
9044,Aditi Singh,1
9045,Rohan Bhat,6
9046,Aarav Kapoor,1
9047,Aditya Bose,5
9048,Sneha Singh,3
9049,Priya Menon,2
9050,Rohan Verma,5
9051,Nikhil Deshmukh,2
9052,Diya Nair,2
9053,Isha Joshi,6
9054,Sneha Mehta,3
9055,Aarav Reddy,4
9056,Aditya Pillai,2
9057,Sneha Agarwal,5
9058,Kavya Rao,4
9059,Sneha Mehta,4
9060,Karan Sharma,2
9061,Vihaan Iyer,0
9062,Rohan Deshmukh,2
9063,Nikhil Mehta,2
9064,Aarav Das,0
9065,Aditi Deshmukh,3
9066,Pooja Verma,2
9067,Ananya Deshmukh,0
9068,Nikhil Chopra,4
9069,Rohan Iyer,0
9070,Aarav Iyer,6
9071,Aarav Das,1
9072,Aditi Mehta,4
9073,Raj Patel,1
9074,Sneha Agarwal,2
9075,Raj Deshmukh,2
9076,Vihaan Nair,5
9077,Meera Gupta,3
9078,Sahil Pillai,1
9079,Diya Agarwal,2
9080,Sneha Iyer,2
9081,Priya Patel,4
9082,Aditya Pillai,2
9083,Ananya Iyer,2
9084,Meera Verma,6
9085,Aditi Reddy,6
9086,Kavya Joshi,4
9087,Kavya Gupta,5
9088,Karan Iyer,0
9089,Riya Nair,0
9090,Aditi Bhat,4
9091,Arjun Mehta,2
9092,Raj Mehta,4
9093,Riya Singh,2
9094,Ananya Menon,5
9095,Nikhil Reddy,2
9096,Raj Deshmukh,4
9097,Meera Deshmukh,2
9098,Aarav Agarwal,4
9099,Riya Das,1
9100,Kavya Mehta,1
9101,Ananya Verma,4
9102,Diya Das,3
9103,Vihaan Das,2
9104,Sahil Joshi,1
9105,Kavya Singh,0
9106,Ananya Mehta,0
9107,Aarav Menon,0
9108,Aarav Kapoor,5
9109,Sahil Sharma,1
9110,Sahil Nair,4
9111,Sneha Deshmukh,4
9112,Arjun Agarwal,6
9113,Varun Iyer,5
9114,Sahil Deshmukh,0
9115,Isha Mehta,2
